title,url,image,format,year,price,author,rating,publisher,length,ISBN,city/country,categories,quantity
The Christmas Bear,https://www.bookdepository.com/Christmas-Bear-Ian-Whybrow/9781509806966,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509806966.jpg,Board book,2016,15.09,Ian Whybrow,4.04,Pan MacMillan,10,9781509806966,"London, United Kingdom",Storybooks,24
Shoe Dog,https://www.bookdepository.com/Shoe-Dog-Phil-Knight/9781471146725,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4711/9781471146725.jpg,Paperback,2018,18.08,Phil Knight,4.46,Simon & Schuster Ltd,400,9781471146725,"London, United Kingdom",Biography: Business & Industry,4
Tomie: Complete Deluxe Edition,https://www.bookdepository.com/Tomie-Complete-Deluxe-Edition-Junji-Ito/9781421590561,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421590561.jpg,Hardback,2016,47.49,Junji Ito,4.1,"Viz Media, Subs. of Shogakukan Inc",752,9781421590561,"San Francisco, United States","Graphic Novels, Anime & Manga",34
How To Do The Work,https://www.bookdepository.com/How-Do-Work-Nicole-Lepera/9781409197744,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4091/9781409197744.jpg,Paperback,2021,23.33,Nicole Lepera,4.18,Orion Publishing Co,320,9781409197744,"London, United Kingdom",Abnormal Psychology,1
Stick Man Early Reader,https://www.bookdepository.com/Stick-Man-Early-Reader-Julia-Donaldson/9781407132327,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407132327.jpg,Paperback,2012,8.66,Julia Donaldson,4.27,Scholastic,40,9781407132327,"London, United Kingdom",Characters,27
"Howl of the Wind Dragon: A Branches Book (Dragon Masters #20), 20",https://www.bookdepository.com/Howl-Wind-Dragon-Branches-Book-Dragon-Masters-20-20-Tracey-West/9781338635515,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3386/9781338635515.jpg,Paperback,2021,10.29,Tracey West,4.5,Scholastic US,96,9781338635515,"New York, United States",Children's General Story Books,16
The Stranger in the Lifeboat,https://www.bookdepository.com/Stranger-Lifeboat-Mitch-Albom/9780751584530,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7515/9780751584530.jpg,Hardback,2021,22.62,Mitch Albom,4.44,"Little, Brown Book Group",288,9780751584530,"London, United Kingdom",Contemporary Fiction,23
The Jolly Postman or Other People's Letters,https://www.bookdepository.com/Jolly-Postman-or-Other-Peoples-Letters-Allan-Ahlberg/9780670886241,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6708/9780670886241.jpg,Hardback,2011,24.09,Allan Ahlberg,4.51,Penguin Random House Children's UK,48,9780670886241,"London, United Kingdom",Baby Books,8
First 100 Words,https://www.bookdepository.com/First-100-Words-Roger-Priddy/9780312510787,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3125/9780312510787.jpg,Board book,2011,11.2,Roger Priddy,4.3,St Martin's Press,24,9780312510787,"New York, United States",Baby Books,28
The Hawthorne Legacy,https://www.bookdepository.com/Hawthorne-Legacy-Jennifer-Lynn-Barnes/9780241480724,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241480724.jpg,Paperback,2021,15.29,Jennifer Lynn Barnes,4.24,Penguin Random House Children's UK,368,9780241480724,"London, United Kingdom",Adventure Books for Kids,14
Meditations,https://www.bookdepository.com/Meditations-Marcus-Aurelius/9780140449334,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1404/9780140449334.jpg,Paperback,2015,17.38,Marcus Aurelius,4.22,Penguin Books Ltd,304,9780140449334,"London, United Kingdom",Classical History / Classical Civilisation,28
Norwegian Wood,https://www.bookdepository.com/Norwegian-Wood-Haruki-Murakami/9780099448822,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0994/9780099448822.jpg,Paperback,2003,22.93,Haruki Murakami,4.03,Vintage Publishing,400,9780099448822,"London, United Kingdom",Contemporary Fiction,35
Returning Light,https://www.bookdepository.com/Returning-Light-Robert-L-Harris/9780008509378,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0085/9780008509378.jpg,Hardback,2021,24.32,Robert L. Harris,5,HarperCollins Publishers,272,9780008509378,"London, United Kingdom","Biography: Science, Technology & Engineering",2
The Forever Dog,https://www.bookdepository.com/Forever-Dog-Rodney-Habib/9780008467425,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0084/9780008467425.jpg,Paperback,2021,32.41,Rodney Habib,4,HarperCollins Publishers,464,9780008467425,"London, United Kingdom",Dogs As Pets,44
Moleskine Ltd. Ed. Peanuts 2022 12-Month Weekly Large Hardcover Notebook: Scarlet Red,https://www.bookdepository.com/Moleskine-Ltd-Ed-Peanuts-2022-12-Month-Weekly-Large-Hardcover-Notebook-Scarlet-Red-Moleskine/8056420857115,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/8056/4208/8056420857115.jpg,Hardback,2021,25.0,Moleskine,4.2,Moleskine,144,8056420857115,Italy,Miscellaneous Items,4
Heart Bones,https://www.bookdepository.com/Heart-Bones-Colleen-Hoover/9798671981742,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6719/9798671981742.jpg,Paperback,2020,21.97,Colleen Hoover,4.36,Independently Published,336,9798671981742,,Adult & Contemporary Romance,9
The Story Orchestra: The Nutcracker: Volume 2,https://www.bookdepository.com/Story-Orchestra-Nutcracker-2/9781786030689,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7860/9781786030689.jpg,Hardback,2017,28.53,Katy Flint,4.73,Frances Lincoln Publishers Ltd,24,9781786030689,"London, United Kingdom",Activity Books,14
Wotakoi: Love Is Hard For Otaku 1,https://www.bookdepository.com/Wotakoi-Love-Is-Hard-For-Otaku-1-Fujita/9781632367044,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6323/9781632367044.jpg,Paperback,2018,24.11,Fujita,4.35,"Kodansha America, Inc",300,9781632367044,"New York, United States",Graphic Novels: Manga,36
Red Queen,https://www.bookdepository.com/Red-Queen-Victoria-Aveyard/9781409150725,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4091/9781409150725.jpg,Paperback,2015,10.96,Victoria Aveyard,4.03,Orion Publishing Co,416,9781409150725,"London, United Kingdom",Fantasy Books for Kids,9
Language Hub Pre-Intermediate Student's Book with Student's App,https://www.bookdepository.com/Language-Hub-Pre-Intermediate-Students-Book-with-Students-App-Daniel-Brayshaw/9781380016904,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3800/9781380016904.jpg,Mixed media product,2019,55.45,Daniel Brayshaw,4.6,Macmillan Education,178,9781380016904,"London, United Kingdom",Language Teaching & Learning Material & Coursework,28
The Christmas Pig,https://www.bookdepository.com/Christmas-Pig-J-K-Rowling/9781338790238,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3387/9781338790238.jpg,Hardback,2021,36.12,J K Rowling,4.18,Scholastic Inc.,288,9781338790238,,Children's Fiction,7
Six of Crows Boxed Set,https://www.bookdepository.com/Six-Crows-Boxed-Set-Leigh-Bardugo/9781250211101,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250211101.jpg,Paperback,2018,38.85,Leigh Bardugo,4.73,Square Fish,276,9781250211101,New York,Adventure Books for Kids,21
Iron Widow,https://www.bookdepository.com/Iron-Widow-Xiran-Jay-Zhao/9780861542093,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8615/9780861542093.jpg,Hardback,2021,25.46,Xiran Jay Zhao,4.38,Oneworld Publications,400,9780861542093,"London, United Kingdom",Military Fiction,50
Beautiful Oops!,https://www.bookdepository.com/Beautiful-Oops-Barney-Saltzberg/9780761157281,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7611/9780761157281.jpg,Hardback,2010,25.64,Barney Saltzberg,4.55,Workman Publishing,28,9780761157281,"New York, United States",Activity Books,13
The Stranger,https://www.bookdepository.com/Stranger-Albert-Camus/9780679720201,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6797/9780679720201.jpg,Paperback,2016,17.04,Albert Camus,3.99,Random House USA Inc,144,9780679720201,"New York, United States",Contemporary Fiction,33
"Girl, Woman, Other",https://www.bookdepository.com/Girl-Woman-Other-Bernardine-Evaristo/9780241984994,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241984994.jpg,Paperback,2020,17.39,Bernardine Evaristo,4.36,Penguin Books Ltd,464,9780241984994,"London, United Kingdom",Contemporary Fiction,4
The Gruffalo's Child,https://www.bookdepository.com/Gruffalos-Child-Julia-Donaldson/9780142407547,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1424/9780142407547.jpg,Paperback,2007,12.85,Julia Donaldson,4.34,Penguin Random House Australia,32,9780142407547,"Hawthorn, Australia",Picture Books,9
The Book With No Pictures,https://www.bookdepository.com/Book-With-No-Pictures-B-J-Novak/9780141361796,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141361796.jpg,Paperback,2016,14.67,B. J. Novak,4.27,Penguin Random House Children's UK,48,9780141361796,"London, United Kingdom",Storybooks,17
Quiet,https://www.bookdepository.com/Quiet-Susan-Cain/9780141029191,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1410/9780141029191.jpg,Paperback,2018,17.63,Susan Cain,4.05,Penguin Books Ltd,352,9780141029191,"London, United Kingdom",Society & Social Sciences,46
"The Pragmatic Programmer: your journey to mastery, 20th Anniversary Edition",https://www.bookdepository.com/Pragmatic-Programmer-your-journey-mastery-20th-Anniversary-Edition-David-Thomas/9780135957059,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1359/9780135957059.jpg,Hardback,2020,56.75,David Thomas,4.32,Pearson Education (US),352,9780135957059,"Boston, United States",Computer Programming / Software Development,21
Little Women,https://www.bookdepository.com/Little-Women-Louisa-May-Alcott/9780099572961,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0995/9780099572961.jpg,Paperback,2017,13.37,Louisa May Alcott,4.02,Vintage Publishing,432,9780099572961,"London, United Kingdom",Classic Books & Novels,11
"It's Fine, It's Fine, It's Fine",https://www.bookdepository.com/Its-Fine-Its-Fine-Its-Fine-Taz-Alam/9780008501389,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0085/9780008501389.jpg,Hardback,2022,24.48,Taz Alam,4.17,HarperCollins Publishers,276,9780008501389,"London, United Kingdom",Biography: Arts & Entertainment,14
Foundation and Empire,https://www.bookdepository.com/Foundation-Empire-Isaac-Asimov/9780008117504,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008117504.jpg,Paperback,2016,10.82,Isaac Asimov,4.21,HarperCollins Publishers,240,9780008117504,"London, United Kingdom",Classic Books & Novels,5
Advent Calendar,https://www.bookdepository.com/Advent-Calendar-Jeff-Collins/9798751188504,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/7511/9798751188504.jpg,Paperback,2021,35.23,Jeff Collins,4.5,Independently Published,32,9798751188504,,Home,5
"That Time I Got Reincarnated as a Slime, Vol. 12 (light novel)",https://www.bookdepository.com/That-Time-I-Got-Reincarnated-Slime-Vol-12-light-novel-Fuse/9781975314439,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9753/9781975314439.jpg,Paperback,2021,19.83,Fuse,4.24,"Little, Brown & Company",358,9781975314439,"New York, United States",Fantasy,24
The Backyard Adventurer,https://www.bookdepository.com/Backyard-Adventurer-Beau-Miles/9781922598660,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9225/9781922598660.jpg,Paperback,2021,26.47,Beau Miles,4.6,Brio Press,290,9781922598660,,Outdoor Survival Skills,33
The Land of Stories: The Wishing Spell,https://www.bookdepository.com/Land-Stories-Wishing-Spell-Chris-Colfer/9781907411755,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9074/9781907411755.jpg,Paperback,2013,14.42,Chris Colfer,4.24,Hachette Children's Group,448,9781907411755,"London, United Kingdom",Children's Fiction,35
Pride and Prejudice,https://www.bookdepository.com/Pride-Prejudice-Jane-Austen/9781853260001,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8532/9781853260001.jpg,Paperback,1997,8.5,Jane Austen,4.27,Wordsworth Editions Ltd,352,9781853260001,"Herts, United Kingdom",Classic Books & Novels,43
The Art and Soul of Dune,https://www.bookdepository.com/Art-Soul-Dune-Tanya-Lapointe/9781789096095,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7890/9781789096095.jpg,Hardback,2021,100.01,Tanya Lapointe,4.78,Titan Books Ltd,156,9781789096095,"London, United Kingdom","Films, Cinema",32
"Sapiens A Graphic History, Volume 2",https://www.bookdepository.com/Sapiens-Graphic-History-2-Yuval-Noah-Harari/9781787333765,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7873/9781787333765.jpg,Hardback,2021,30.7,Yuval Noah Harari,3.97,Vintage Publishing,256,9781787333765,"London, United Kingdom",Graphic Novels: True Stories & Non-fiction,14
In the Realm of Hungry Ghosts,https://www.bookdepository.com/Realm-Hungry-Ghosts-Dr-Gabor-Mate/9781785042201,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785042201.jpg,Paperback,2018,20.9,Dr Gabor Mate,4.5,Ebury Publishing,496,9781785042201,"London, United Kingdom",Clinical Psychology,46
Ottolenghi SIMPLE,https://www.bookdepository.com/Ottolenghi-SIMPLE-Yotam-Ottolenghi/9781785031168,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785031168.jpg,Hardback,2018,57.52,Yotam Ottolenghi,4.13,Ebury Publishing,320,9781785031168,"London, United Kingdom",Food & Drink,47
Archer's Voice,https://www.bookdepository.com/Archers-Voice-Mia-Sheridan/9781538727355,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5387/9781538727355.jpg,Paperback,2018,22.4,Mia Sheridan,4.37,"Little, Brown & Company",400,9781538727355,United States,Contemporary Fiction,16
Tales from the Cafe,https://www.bookdepository.com/Tales-from-Cafe-Toshikazu-Kawaguchi/9781529050868,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529050868.jpg,Paperback,2020,12.94,Toshikazu Kawaguchi,4,Pan Macmillan,208,9781529050868,"London, United Kingdom",Contemporary Fiction,33
House of Sky and Breath,https://www.bookdepository.com/House-Sky-Breath-Sarah-J-Maas/9781408884423,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408884423.jpg,Hardback,2022,27.02,Sarah J. Maas,4.72,Bloomsbury Publishing PLC,768,9781408884423,"London, United Kingdom",Contemporary Fiction,1
It Didn't Start with You,https://www.bookdepository.com/It-Didnt-Start-with-You-Mark-Wolynn/9781101980385,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1019/9781101980385.jpg,Paperback,2017,26.73,Mark Wolynn,3.58,Penguin Putnam Inc,256,9781101980385,United States,Psychology,13
Malt Whisky Yearbook 2022 2022,https://www.bookdepository.com/Malt-Whisky-Yearbook-2022-2022-Ingvar-Ronde/9780957655386,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9576/9780957655386.jpg,Paperback,2021,28.3,Ingvar Ronde,4,MagDig Media Ltd,300,9780957655386,"Shrewsbury, United Kingdom","Yearbooks, Annuals, Almanacs",35
By the Sea,https://www.bookdepository.com/By-Sea-Abdulrazak-Gurnah/9780747557852,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7475/9780747557852.jpg,Paperback,2002,15.87,Abdulrazak Gurnah,3.68,Bloomsbury Publishing PLC,256,9780747557852,"London, United Kingdom",Contemporary Fiction,13
The Sovereign Individual: Mastering the Transition to the Information Age,https://www.bookdepository.com/Sovereign-Individual-Mastering-Transition-Information-Age-James-Dale-Davidson/9780684832722,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6848/9780684832722.jpg,Paperback,1999,29.89,James Dale Davidson,4.25,Simon & Schuster,448,9780684832722,"New York, NY, United States",Media Studies,33
The Mamba Mentality: How I Play,https://www.bookdepository.com/Mamba-Mentality-How-I-Play-Kobe-Bryant/9780374201234,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3742/9780374201234.jpg,Hardback,2020,50.07,Kobe Bryant,4.26,"Farrar, Straus & Giroux Inc",208,9780374201234,"New York, United States",Biography: Sport,13
Everything I Know About Love,https://www.bookdepository.com/Everything-I-Know-About-Love-Dolly-Alderton/9780241982105,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241982105.jpg,Paperback,2019,16.65,Dolly Alderton,4.16,Penguin Books Ltd,368,9780241982105,"London, United Kingdom",Biography: General,26
Braiding Sweetgrass,https://www.bookdepository.com/Braiding-Sweetgrass-Robin-Wall-Kimmerer/9780141991955,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1419/9780141991955.jpg,Paperback,2020,18.2,Robin Wall Kimmerer,4.56,Penguin Books Ltd,400,9780141991955,"London, United Kingdom","Ecological Science, The Biosphere",42
The Subtle Art of Not Giving a F*ck,https://www.bookdepository.com/Subtle-Art-Not-Giving-F-ck-Mark-Manson/9780062457714,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0624/9780062457714.jpg,Hardback,2016,35.63,Mark Manson,3.92,HarperCollins Publishers Inc,224,9780062457714,"New York, United States",Personal Development,36
We Should All Be Feminists,https://www.bookdepository.com/We-Should-All-Be-Feminists-Chimamanda-Ngozi-Adichie/9780008115272,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008115272.jpg,Paperback,2015,11.08,Chimamanda Ngozi Adichie,4.43,HarperCollins Publishers,64,9780008115272,"London, United Kingdom",Literary Essays,46
A Cook's Book,https://www.bookdepository.com/Cooks-Book-Nigel-Slater/9780008213763,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0082/9780008213763.jpg,Hardback,2021,56.41,Nigel Slater,4.62,HarperCollins Publishers,512,9780008213763,"London, United Kingdom",General Cookery,43
Letters from Father Christmas,https://www.bookdepository.com/Letters-from-Father-Christmas-J-R-R-Tolkien/9780007280490,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0072/9780007280490.jpg,Paperback,2009,16.29,J. R. R. Tolkien,4.27,HarperCollins Publishers,160,9780007280490,"London, United Kingdom","Diaries, Letters & Journals",8
How to Catch a Star,https://www.bookdepository.com/How-Catch-Star-Oliver-Jeffers/9780007150342,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0071/9780007150342.jpg,Paperback,2005,15.3,Oliver Jeffers,4.21,HarperCollins Publishers,32,9780007150342,"London, United Kingdom",Picture Books,6
The Cheat Sheet,https://www.bookdepository.com/Cheat-Sheet-Sarah-Adams/9798517564375,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/5175/9798517564375.jpg,Paperback,2021,22.77,Sarah Adams,4.02,Independently Published,304,9798517564375,,Adult & Contemporary Romance,25
The Dispossessed,https://www.bookdepository.com/Dispossessed-Ursula-K-Le-Guin/9781857988826,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8579/9781857988826.jpg,Paperback,1999,10.46,Ursula K. Le Guin,4.2,Orion Publishing Co,336,9781857988826,"London, United Kingdom",Contemporary Fiction,39
Courage Is Calling,https://www.bookdepository.com/Courage-Is-Calling-Ryan-Holiday/9781788166270,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7881/9781788166270.jpg,Hardback,2021,22.45,Ryan Holiday,4.14,Profile Books Ltd,304,9781788166270,"London, United Kingdom","Western Philosophy: Ancient, To C 500",19
Homo Deus,https://www.bookdepository.com/Homo-Deus-Yuval-Noah-Harari/9781784703936,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7847/9781784703936.jpg,Paperback,2017,22.34,Yuval Noah Harari,4.21,Vintage Publishing,528,9781784703936,"London, United Kingdom",21st Century History: From C 2000 -,36
Work Your Light Oracle Cards,https://www.bookdepository.com/Work-Your-Light-Oracle-Cards-Rebecca-Campbell/9781781809952,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7818/9781781809952.jpg,Cards,2020,30.43,Rebecca Campbell,4.58,Hay House UK Ltd,128,9781781809952,"London, United Kingdom","Mind, Body, Spirit: Thought & Practice",39
Maths Games for Clever Kids (R),https://www.bookdepository.com/Maths-Games-for-Clever-Kids-R-Gareth-Moore/9781780555409,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7805/9781780555409.jpg,Paperback,2018,8.77,Gareth Moore,4.15,Michael O'Mara Books Ltd,192,9781780555409,"London, United Kingdom",Primary & Middle Schools,30
Somebody's Land: Welcome to Our Country,https://www.bookdepository.com/Somebodys-Land-Welcome-Our-Country-Adam-Goodes/9781760526726,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7605/9781760526726.jpg,Hardback,2021,37.19,Adam Goodes,4,Allen & Unwin,24,9781760526726,"Sydney, Australia",Picture Books,41
The Incal,https://www.bookdepository.com/Incal-Alexandro-Jodorowsky/9781594650932,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5946/9781594650932.jpg,Hardback,2015,55.07,Alexandro Jodorowsky,4.17,"Humanoids, Inc",308,9781594650932,United States,Space Opera,21
Berserk Volume 1,https://www.bookdepository.com/Berserk-1-Kentaro-Miura/9781593070205,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5930/9781593070205.jpg,Paperback,2009,22.56,Kentaro Miura,4.43,"Dark Horse Comics,U.S.",224,9781593070205,"Milwaukie, United States","Graphic Novels, Anime & Manga",32
Last Night at the Telegraph Club,https://www.bookdepository.com/Last-Night-at-Telegraph-Club-Malinda-Lo/9781529366587,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529366587.jpg,Paperback,2021,14.43,Malinda Lo,4.32,HODDER & STOUGHTON,416,9781529366587,"London, United Kingdom",Contemporary Fiction,18
The 143-Storey Treehouse,https://www.bookdepository.com/143-Storey-Treehouse-Andy-Griffiths/9781529047875,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529047875.jpg,Hardback,2021,19.52,Andy Griffiths,5,Pan Macmillan,304,9781529047875,"London, United Kingdom",Children's Fiction,32
Turn a Blind Eye,https://www.bookdepository.com/Turn-Blind-Eye-Jeffrey-Archer/9781509851386,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509851386.jpg,Paperback,2021,14.41,Jeffrey Archer,4.16,Pan Macmillan,384,9781509851386,"London, United Kingdom",Contemporary Fiction,47
Berserk Deluxe Volume 9,https://www.bookdepository.com/Berserk-Deluxe-9-Kentaro-Miura/9781506717920,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5067/9781506717920.jpg,Hardback,2021,67.31,Kentaro Miura,4.77,"Dark Horse Comics,U.S.",656,9781506717920,"Milwaukie, United States","Graphic Novels, Anime & Manga",15
Neuromancer,https://www.bookdepository.com/Neuromancer-William-Gibson/9781473217386,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4732/9781473217386.jpg,Paperback,2016,11.02,William Gibson,3.9,Orion Publishing Co,320,9781473217386,"London, United Kingdom",Science Fiction,39
Oi Dog!,https://www.bookdepository.com/Oi-Dog-Kes-Gray/9781444919592,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444919592.jpg,Paperback,2016,15.42,Kes Gray,4.17,Hachette Children's Group,32,9781444919592,"London, United Kingdom",Storybooks,6
"Tokyo Ghoul, Vol. 6",https://www.bookdepository.com/Tokyo-Ghoul-Vol-6-Sui-Ishida/9781421580418,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421580418.jpg,Paperback,2016,15.77,Sui Ishida,4.43,"Viz Media, Subs. of Shogakukan Inc",200,9781421580418,"San Francisco, United States",Graphic Novels: Manga,3
In My Heart,https://www.bookdepository.com/My-Heart-Jo-Witek/9781419713101,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4197/9781419713101.jpg,Hardback,2014,24.75,Jo Witek,4.43,ABRAMS,32,9781419713101,"New York, United States",Picture Books,6
Tabby McTat,https://www.bookdepository.com/Tabby-McTat-Julia-Donaldson/9781407170701,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407170701.jpg,Paperback,2020,20.98,Julia Donaldson,4.11,Scholastic,32,9781407170701,"London, United Kingdom",Characters,24
As Good As Dead,https://www.bookdepository.com/Good-Dead-Holly-Jackson/9781405298605,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4052/9781405298605.jpg,Paperback,2021,18.16,Holly Jackson,4.28,HarperCollins Publishers,576,9781405298605,United Kingdom,Vintage Crime,46
The Invisible Life of Addie La Rue,https://www.bookdepository.com/Invisible-Life-Addie-La-Rue-V-E-Schwab/9781250784537,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2507/9781250784537.jpg,Paperback,2020,28.79,V E Schwab,4.25,Tor Books,448,9781250784537,,Fantasy,22
The Maddest Obsession,https://www.bookdepository.com/Maddest-Obsession-Danielle-Lori/9781093765007,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0937/9781093765007.jpg,Paperback,2019,23.93,Danielle Lori,4.41,Independently Published,332,9781093765007,,Crime,44
Meditations,https://www.bookdepository.com/Meditations-Marcus-Aurelius/9780812968255,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8129/9780812968255.jpg,Paperback,2019,13.67,Marcus Aurelius,4.22,Random House USA Inc,256,9780812968255,"New York, NY, United States",Classic Books & Novels,40
Spot Goes to the Farm,https://www.bookdepository.com/Spot-Goes-Farm-Eric-Hill/9780723264583,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7232/9780723264583.jpg,Board book,2011,14.22,Eric Hill,3.92,Penguin Random House Children's UK,22,9780723264583,"London, United Kingdom",Characters,4
David Attenborough: Volume 34,https://www.bookdepository.com/David-Attenborough-34-Maria-Isabel-Sanchez-Vegara/9780711245631,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7112/9780711245631.jpg,Hardback,2020,24.59,Maria Isabel Sanchez Vegara,4.28,Frances Lincoln Publishers Ltd,32,9780711245631,"London, United Kingdom",Picture Books,9
Dune,https://www.bookdepository.com/Dune-Frank-Herbert/9780575081505,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5750/9780575081505.jpg,Hardback,2018,27.63,Frank Herbert,4.24,Orion Publishing Co,624,9780575081505,"London, United Kingdom",Classic Books & Novels,33
